zoneid,areatype05,areatype10,areatype15,areatype20,areatype30,areatype35,areatype40,ciacre05,ciacre10,ciacre15,ciacre20,ciacre30,ciacre35,ciacre40,resacre05,resacre10,resacre15,resacre20,resacre30,resacre35,resacre40,sfdu05,sfdu10,sfdu15,sfdu20,sfdu30,sfdu35,sfdu40,mfdu05,mfdu10,mfdu15,mfdu20,mfdu30,mfdu35,mfdu40,terminal05,terminal10,terminal15,terminal20,terminal30,terminal35,terminal40,oprkcst05,oprkcst10,oprkcst15,oprkcst20,oprkcst30,oprkcst35,oprkcst40,prkcst05,prkcst10,prkcst15,prkcst20,prkcst30,prkcst35,prkcst40,FID
535,4,4,4,4,4,4,4,77,77,77,77,77,77,77,190,190,190,190,193.86543,194.1969,195.44452,1347,1281,1281,1281,1285,1295,1300,800,816,816,816,1181,1181,1297,1.51082,1.50011,1.57381,1.56362,1.64939,1.65566,1.67482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647
536,4,4,4,4,4,4,4,25,25,25,25,25,25,25,139,139,139.55872,139.55872,140.08641,140.08641,140.08641,891,782,782,782,784,784,784,889,874,1092,1092,1170,1170,1170,1.75137,1.66085,1.80059,1.82464,1.89496,1.89886,1.91087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648
537,4,4,4,4,4,4,4,259,259,259,259,259,259,259,85,92.61086,92.61086,92.61086,103.33681,108.25098,112.19721,413,600,600,600,603,603,600,1265,2754,2754,2754,3860,4352,4832,1.66361,1.63362,1.70831,1.73737,1.8859,1.9346,1.99123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649
766,4,4,4,4,4,4,4,78,78,78,78,78,78,78,190,193,193,193,193,193,193,930,950,950,950,950,950,950,151,158,158,158,158,158,158,1.14714,1.1841,1.19427,1.20922,1.21043,1.20488,1.20469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650
412,3,3,3,3,3,3,3,694,694,694,694,694,694,694,221,346.9769,346.9769,350.56509,429.09464,476.97748,440.58084,570,956,956,956,956,954,954,2663,7258,8258,9116,17694,27391,28138,2.07192,2.10957,2.30251,2.36707,2.58806,2.90192,3.18433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651
613,4,4,4,4,4,4,4,35,35,35,35,35,35,35,159,164,164,164,164,164,164,802,569,569,569,569,680,680,448,451,451,451,451,451,451,1.36011,1.31017,1.33446,1.33524,1.36,1.40366,1.41372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652
725,4,4,4,4,4,4,4,12,12,12,12,12,12,12,551,813,813,813,813,813,813,790,1363,1363,1363,1363,1363,1363,11,0,0,0,0,0,0,1.00143,0.99328,0.99964,1.00184,1.00466,1.00524,1.0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653
538,3,3,3,3,3,3,3,39,40,40,40,40,40,40,114,117,117,117,117,117.19749,118.90499,455,713,713,713,717,722,768,265,431,431,431,431,431,431,1.55649,1.67182,1.80235,1.83308,1.89717,1.8999,1.92009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654
539,3,3,3,3,3,3,3,348,359,359,359,359,359.70074,359,74,76,76,76,76.76176,83.19867,90.16989,216,107,107,107,107,107,107,125,64,64,64,94,332,597,1.25535,1.37758,1.48001,1.48307,1.54289,1.57196,1.59725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655
540,3,3,3,3,3,3,3,87,88.79493,88.79493,88.79493,87,87,87,228,228.40805,228.40805,228.40805,230.24281,239.03085,240.19635,1116,1289,1289,1289,1289,1292,1300,836,1196,1196,1196,1429,2105,2238,1.9055,1.6765,1.79562,1.75621,1.80038,1.84822,1.84929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656
541,4,4,4,4,4,4,4,174,174,174,174,174,174,174,328,328,328,328,329.96887,329.96887,330.1506,1599,1671,1671,1671,1685,1698,1698,393,417,417,417,651,647,672,1.37617,1.38659,1.46482,1.4661,1.53414,1.54994,1.56141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657
542,4,4,4,4,4,4,4,48,48,48,48,48,48,48,189,189,189,189,189,190.11948,190.83253,531,508,508,508,508,508,518,506,514,514,514,514,597,630,1.44729,1.43273,1.54514,1.53811,1.5726,1.58983,1.59467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658
543,4,4,4,4,4,4,4,192,192,192,192,192,192,192,162,167.03329,167.03329,167.03329,171.80611,171.80611,181.51485,638,995,995,995,995,995,1011,358,689,689,689,1271,1271,2637,1.48652,2.01583,2.24736,2.1358,2.25403,2.26273,2.37686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659
544,4,4,4,4,4,4,4,74,74,74,74,74,74,74,256,256,256,256,256,256,256,1153,1211,1211,1211,1211,1211,1207,1196,1250,1250,1250,1250,1250,1265,1.30351,1.35193,1.4061,1.41664,1.45381,1.46362,1.47452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660
545,4,4,4,4,4,4,4,58,58,58,58,58,58,58,162,162.18808,162.97661,162.97661,163.43837,163.56844,165.1962,599,496,496,496,496,500,500,1014,947,991,991,1052,1052,1176,1.82189,1.59596,1.71997,1.70121,1.77797,1.79814,1.83019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661
546,2,2,2,2,2,2,2,200,200,200,200,200,200,204.26697,169,161.42163,161.42163,161.42163,165.9964,167.86067,169.75589,917,1011,1011,1011,922,902,861,1052,2101,2101,2101,3538,4093,4714,3.71472,3.66718,3.78365,3.79839,3.76522,3.75414,3.83186,181.51721,168.82208,201.60999,206.18503,196.03162,192.75415,216.95367,29.46708,27.40618,32.72889,33.4716,31.82331,31.29126,35.21975,662
547,3,3,3,3,3,3,3,196,196,196,196,196,196,196,261,264.83252,264.83252,264.83252,272.10654,272.10654,272.01065,1114,1522,1522,1522,1522,1519,1517,478,974,1212,1212,1996,2012,2886,1.60164,1.41497,1.49436,1.50369,1.61989,1.62449,1.73407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663
548,4,4,4,4,4,4,4,83,83,83,83,83,83,83,307,307.59109,307.59109,307.59109,310.89255,317.60446,318.33023,1780,2075,2075,2075,2060,2058,2059,932,1353,1456,1456,2347,3318,3500,1.4452,1.40003,1.42909,1.44727,1.56751,1.68942,1.71956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664
549,3,3,3,3,3,3,3,87,87,87,87,87,87,87,101,101,101,101,103.28763,103.7553,104.28696,482,320,320,320,320,320,320,1979,1873,1873,1873,2669,2859,3323,3.49534,3.51588,3.64931,3.65151,3.68767,3.69136,3.68743,101.58846,104.83755,128.56798,129.00121,136.31769,137.08784,136.26956,59.93719,61.85415,75.85511,76.11071,80.42743,80.88183,80.39904,665
550,3,3,3,3,3,3,3,24,24,24,24,24,24,24,180,180,180,180,182.94987,185.34709,185.34709,984,938,938,938,979,979,971,486,512,512,512,582,775,802,1.65021,1.37493,1.43044,1.44024,1.50229,1.56024,1.57332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666
614,4,4,4,4,4,4,4,132,132,132,132,132,132,132,247,249,249,249,249,249,249,1305,1279,1279,1279,1279,1279,1279,68,69,69,69,69,69,69,1.18815,1.19088,1.2094,1.22432,1.2371,1.24073,1.24149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667
767,4,4,4,4,4,4,4,663,663,663,663,663,663,663,531,531.48962,533.38794,533.38794,533.38794,533.38794,583.70282,2257,2241,2240,2240,2240,2240,2624,729,379,455,455,455,455,455,1.30252,1.25484,1.28581,1.31456,1.34994,1.36164,1.36694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668
615,4,4,4,4,4,4,4,23,23,23,23,23,23,23,526,519,519,519,519,519,519,1179,1198,1198,1198,1198,1198,1198,185,194,194,194,194,194,194,1.079,1.09172,1.11199,1.11521,1.12733,1.13049,1.1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669
413,4,4,4,4,4,4,4,225,237,237,237,237,237,237,75,91,91,91,91,93.3445,93.3445,22,132,132,132,132,137,137,993,4079,4079,4079,4079,4174,4803,1.19843,1.55806,1.63512,1.63672,1.67905,1.69666,1.7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670
768,4,4,4,4,4,4,4,687,687,687,687,687,687,687,381,378,384.10367,384.10367,384.10367,384.10367,384.10367,1792,1843,2087,2087,2087,2087,2087,568,576,576,576,576,576,579,1.32629,1.22318,1.25943,1.28064,1.31132,1.32176,1.33006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671
616,4,4,4,4,4,4,4,73,73,73,73,73,73,73,128,127,127,127,127,127,127,835,830,830,830,830,830,830,459,472,472,472,472,472,472,1.48337,1.67051,1.73202,1.75623,1.79371,1.80114,1.80869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672
414,3,3,3,3,3,3,3,501,501,501,501,501,501,501,164,165,165,165,165,165.17775,165.17775,802,771,771,771,771,772,772,250,246,246,246,246,246,246,1.4954,1.49886,1.60532,1.5978,1.66019,1.67794,1.68899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673
415,4,4,4,4,4,4,4,913,929.81415,929.81415,929.81415,929.81415,939.39081,939.39081,97,115,115,115,115,115,115,538,422,422,422,422,507,507,276,230,230,230,230,230,230,1.89714,1.57003,1.90342,1.78565,1.91796,1.95674,1.98479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674
416,1,1,1,1,1,1,1,209,242.25078,249.44464,249.44464,341.46725,341.46725,341.46725,238,283,368.21628,368.21628,368.21628,368.21628,368.21628,1318,2010,2010,2010,2010,2010,2010,674,1097,1397,2213,2757,3902,3902,1.3475,1.54727,1.74335,1.8142,2.38892,2.46882,3.14632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675
417,2,2,2,2,2,2,2,183,183,183,183,183,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81252,2.2181,2.38676,2.4698,2.51672,2.51648,2.51625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676
418,3,3,3,3,3,3,3,111,111,111,111,111,111,111,123,124,124,124,124,124,124,221,273,273,273,273,273,273,261,340,340,0,0,0,0,1.49312,1.55146,1.66979,1.57283,1.62431,1.63359,1.63559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677
419,3,3,3,3,3,3,3,47,47,47,47,47,47,47,144,145,145,145,145,145,145,608,540,540,540,540,540,540,721,671,671,671,671,671,671,1.28611,1.28368,1.30563,1.3203,1.34727,1.35286,1.36278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678
420,4,4,4,4,4,4,4,25,25,25,25,25,25,25,153,153,153,153,153,153,153,726,850,850,850,850,850,850,37,43,43,43,43,43,43,1.22439,1.29906,1.3128,1.32973,1.35216,1.35766,1.3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679
421,4,4,4,4,4,4,4,52,52,52,52,52,52,52,275,285.81042,285.81042,275,275,275,275,140,101,101,101,101,101,101,2178,2993,3181,1440,1440,1440,1440,1.28855,1.25321,1.28337,1.1046,1.11888,1.12125,1.12201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680
422,4,4,4,4,4,4,4,134,134,134,134,134,134,134,144,152.04036,154.66966,144,144,144,144,406,572,572,572,572,572,572,1482,2504,3172,3170,3187,3860,5122,1.50925,1.50901,1.61672,1.6469,1.68148,1.77926,1.97701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681
423,4,4,4,4,4,4,4,68,68,68,68,68,68,68,159,160,160,160,160,160,161.24176,840,763,763,763,757,755,755,946,983,983,983,995,1165,1206,1.35245,1.33317,1.35595,1.36706,1.38996,1.43564,1.44991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682
424,4,4,4,4,4,4,4,106,106,106,106,106,106,106,263,263,263,263,263,263,263,1300,1375,1375,1375,1375,1375,1375,1167,1221,1219,1219,1219,1219,1219,1.33738,1.36101,1.3945,1.41476,1.44315,1.45045,1.45836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683
425,4,4,4,4,4,4,4,44,44,44,44,44,44,44,122,122,122,122,122,122,122,544,525,525,525,525,525,525,898,957,957,957,957,957,957,1.41503,1.38462,1.41653,1.42041,1.44814,1.45424,1.46169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684
426,3,3,3,3,3,3,3,155,155,155,155,155,155,155,73,81.27168,81.27168,81.27168,81.27168,86.92168,86.92168,413,429,429,429,427,427,427,1161,1454,1454,1454,1487,2010,2010,1.72043,1.5209,1.56512,1.59685,1.66949,1.76161,1.77836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685
427,2,2,2,2,2,2,2,756,756,756,756,756,756,756,22,71.10944,71.10944,71.10944,90.52345,92.52817,93.65047,36,26,26,26,26,26,26,100,1010,1010,1010,1707,1775,1826,1.74791,1.36524,1.49741,1.45874,1.53653,1.55643,1.57256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686
428,3,3,3,3,3,3,3,347,347,347,347,347,347,347,51,53,53,53,76.77959,91.233,98.62877,112,190,190,190,196,196,196,313,520,520,520,2253,3565,4354,1.72088,1.92013,2.15096,2.09721,2.19808,2.24832,2.26825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687
429,3,3,3,3,3,3,3,383,396.59689,396.59689,396.59689,396.59689,396.59689,396.59689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58852,1.63031,1.9388,1.80935,1.94162,1.98307,2.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688
430,2,2,2,2,2,2,2,517,517,517,517,517,517,517,17,16,16,16,16,16,16,1,2,2,2,2,2,2,3,5,5,5,5,5,5,1.87426,1.76414,1.91453,1.94296,2.03212,2.03808,2.03783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689
431,3,3,3,3,3,3,3,287,287,287,287,287,287,287,17,16,16,16,16,16,16,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1.85592,1.61124,1.78479,1.7617,1.8222,1.83254,1.83126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690
432,1,1,1,1,1,1,1,708,708,708,708,708,708,708,103,99,99,99,99,99,105.20891,49,38,38,38,38,38,38,106,90,90,90,90,90,435,1.49635,1.69612,1.90013,1.87411,1.94054,1.94847,1.96613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691
433,4,4,4,4,4,4,4,19,19,19,19,19,19,19,207,197,197,197,198.59718,208.82408,208.82408,721,658,658,658,658,658,658,1547,1521,1521,1521,1618,2375,2375,1.80099,1.56312,1.62059,1.6415,1.69443,1.8282,1.8305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692
434,4,4,4,4,4,4,4,992,992,1017.23022,1017.23022,1017.23022,1017.23022,1017.23022,5,6,6,6,6,6,6,28,24,24,24,24,24,24,18,13,13,13,13,13,13,1.11697,0.99137,1.05814,1.03372,1.05726,1.05733,1.1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693
435,3,3,3,3,3,3,3,331,331,331,331,331,331,331,115,137.83942,140.93581,140.93581,166.45663,170.09491,183.51562,688,895,895,895,810,810,788,404,1512,2164,2164,5578,6113,7761,2.56256,2.65971,3.03785,2.99177,3.08334,3.09176,3.10633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694
436,4,4,4,4,4,4,4,60,60,60,60,60,60,60,275,275,275,275,275,278.19019,278.19019,1152,1188,1188,1188,1188,1244,1244,487,499,499,499,499,499,499,1.23341,1.28413,1.45335,1.37718,1.46691,1.50464,1.53983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695
437,4,4,4,4,4,4,4,53,53,53,53,53,53,53,194,194,194,194,194.75798,194.75798,194.75798,1033,906,906,906,916,916,916,1402,1318,1318,1318,1318,1318,1318,1.4309,1.35544,1.38822,1.39886,1.43014,1.43645,1.44753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696
438,4,4,4,4,4,4,4,91,91,91,91,91,91,91,244,244.9534,247.51556,247.51556,248.33867,248.33867,248.33867,1232,1227,1227,1227,1227,1227,1227,279,417,887,887,937,937,937,1.20158,1.20327,1.28759,1.29018,1.31885,1.32574,1.33209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
439,4,4,4,4,4,4,4,44,44,44,44,44,44,44,154,154,154,154,156.79361,171.48895,171.48895,808,828,828,828,828,840,840,347,354,354,354,524,1365,1365,1.3345,1.35714,1.40162,1.37431,1.39931,1.51824,1.52378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698
440,3,3,3,3,3,3,3,80,80,80,80,80,80,80,250,252,278.10498,278.10498,278.10498,278.10498,278.10498,773,797,797,797,797,797,797,1938,2004,3086,3086,3086,3086,3086,1.63606,1.53438,1.66697,1.6744,1.71712,1.72432,1.73137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699
441,3,3,3,3,3,3,3,51,51,51,51,51,51,51,230,230,230,230,231.66136,232.24991,232.24991,783,853,853,853,853,853,853,1664,1727,1727,1727,1818,1851,1851,1.48426,1.44857,1.50281,1.51787,1.56565,1.57802,1.58705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
726,4,4,4,4,4,4,4,58,58,58,58,58,58,58,616,641,641,641,641,641,641,2463,2595,2595,2595,2595,2595,2595,368,376,376,376,376,376,376,1.14849,1.13902,1.15105,1.15868,1.16853,1.17066,1.17277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701
442,4,4,4,4,4,4,4,57,57,57,57,57,57,57,184,184,184,184,184,184,184,1232,1111,1111,1111,1111,1111,1111,13,12,12,12,12,12,12,1.21451,1.19706,1.21455,1.22894,1.24953,1.25484,1.26083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702
443,4,4,4,4,4,4,4,53,53,53,53,53,53,53,176,176,192.06158,192.06158,192.06158,192.06158,192.06158,995,926,926,926,926,926,926,525,484,1309,1309,1309,1309,1309,1.4175,1.28118,1.42619,1.45376,1.46869,1.46631,1.45944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703
