zoneid,areatype05,areatype10,areatype15,areatype20,areatype30,areatype35,areatype40,ciacre05,ciacre10,ciacre15,ciacre20,ciacre30,ciacre35,ciacre40,resacre05,resacre10,resacre15,resacre20,resacre30,resacre35,resacre40,sfdu05,sfdu10,sfdu15,sfdu20,sfdu30,sfdu35,sfdu40,mfdu05,mfdu10,mfdu15,mfdu20,mfdu30,mfdu35,mfdu40,terminal05,terminal10,terminal15,terminal20,terminal30,terminal35,terminal40,oprkcst05,oprkcst10,oprkcst15,oprkcst20,oprkcst30,oprkcst35,oprkcst40,prkcst05,prkcst10,prkcst15,prkcst20,prkcst30,prkcst35,prkcst40,FID
588,4,4,4,4,4,4,4,18,18,18,18,18,18,18,209,209,209,209,209.70103,209.70103,209.70103,1038,994,994,994,994,994,994,283,272,272,272,331,331,331,1.46546,1.43842,1.44062,1.45155,1.48883,1.4889,1.49437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
589,4,4,4,4,4,4,4,27,27,27,27,27,27,27,157,157,157,157,157,157.29282,160.27795,973,1085,1085,1085,1083,1090,1090,260,295,295,295,301,308,418,1.57176,1.57167,1.56145,1.58426,1.59696,1.59766,1.63853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
590,4,4,4,4,4,4,4,60,60,60,60,60,60,60,74,70,70,70,70,70,70,652,617,617,617,617,617,617,297,286,286,286,286,286,286,1.57638,1.7005,1.74746,1.76469,1.81026,1.81951,1.8275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442
591,4,4,4,4,4,4,4,61,61.4498,61.4498,61.4498,61.22562,61.22562,61.08249,251,251,251,251,251.18835,251.18835,251.3315,1430,1414,1414,1414,1413,1412,1410,561,649,649,649,732,743,909,1.55006,1.47622,1.47023,1.48441,1.5246,1.53166,1.57717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443
592,4,4,4,4,4,4,4,4,4,4,4,4,4,4,129,129,129,129,129.67673,130.48787,130.48787,842,881,881,881,851,893,881,390,415,415,415,557,650,681,1.65114,1.62745,1.62648,1.6625,1.74951,1.82289,1.84696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
593,4,4,4,4,4,4,4,185,185,185,185,185,185,185,105,104,104,104,105.3579,109.36012,113.50321,547,524,524,524,509,502,496,358,371,371,371,535,757,1002,1.53932,1.45899,1.52384,1.54615,1.61801,1.65838,1.70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
594,3,3,3,3,3,3,3,21,21,21,21,21,21,21,157,156,156,156,156.3812,157.64709,157.77623,962,908,908,908,913,931,932,503,503,503,503,503,503,503,1.63501,1.5181,1.54405,1.57097,1.60433,1.60984,1.62436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446
595,3,3,3,3,3,3,3,65,65,65,65,65,65,65,149,148,148,148,150.38852,150.38852,151.66727,483,537,537,537,532,529,523,1838,1990,1990,1990,3068,3082,3222,1.97214,1.78919,1.82841,1.85284,2.1235,2.13251,2.1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
596,3,3,3,3,3,3,3,92,92,92,92,92,92,92,112,111,111,111,111,111,111,559,561,561,561,561,561,561,182,181,181,181,181,181,181,1.30182,1.32365,1.36231,1.3604,1.39382,1.40253,1.41412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448
597,3,3,3,3,3,3,3,108,108,108,108,108,108,108,110,115.06239,115.06239,115.06239,115.06239,115.06239,117.42931,493,286,286,286,286,286,286,1101,1633,1633,1633,1633,1633,1962,1.60864,1.62629,1.61556,1.62791,1.67125,1.6828,1.77932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
598,4,4,4,4,4,4,4,155,155,155,155,155,155,155,267,267,322.09579,322.09579,324.97626,326.25577,327.46872,1669,1903,1903,1903,1895,1893,1887,117,136,2712,2712,3052,3194,3363,1.33239,1.22926,1.52206,1.50585,1.57072,1.84426,1.92372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
599,4,4,4,4,4,4,4,12,12,12,12,12,12,12,225,230,230,230,230,230,230,1223,1299,1299,1299,1299,1300,1300,109,117,117,117,117,117,117,1.26011,1.24371,1.27004,1.27419,1.29203,1.29764,1.30757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451
600,4,4,4,4,4,4,4,3,3,3,3,3,3,3,281,277,277,277,277.71182,277.71182,277.71182,1298,1238,1238,1238,1248,1249,1249,0,0,0,0,0,0,0,1.22376,1.21711,1.23189,1.24292,1.25636,1.2593,1.2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
701,4,4,4,4,4,4,4,45,51,51,51,51,51,51,811,836,852.2309,852.2309,852.2309,852.2309,852.2309,1716,1704,1783,1783,1783,2100,2100,590,595,859,859,859,855,855,1.06855,1.07145,1.09819,1.10007,1.11177,1.13073,1.13194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453
751,4,4,4,4,4,4,4,1915,1943.74463,2085.54419,2085.54419,2085.54419,2086.40234,2100.74634,1,1,1,1,1,1,1,3,66,66,66,66,66,66,0,0,0,0,0,0,0,1.45444,1.34544,1.39516,1.3978,1.45542,1.4738,1.48271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454
401,3,3,3,3,3,3,3,805,805,806.47742,805,805,805,805,240,236,236,249.93098,265.94287,270.99802,270.99802,60,0,0,0,0,0,0,528,365,365,9904,11530,12043,12043,1.93194,1.391,1.52613,1.90861,1.99544,2.067,2.11539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455
651,4,4,4,4,4,4,4,62,62,62,62,62,62,62,307,307,307,307,307,307,307,1485,1514,1514,1514,1514,1514,1514,311,322,322,322,322,322,322,1.34715,1.31453,1.33347,1.34461,1.36932,1.37258,1.37981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456
601,4,4,4,4,4,4,4,121,121,121,121,121,121,121,222,239.18452,264.30673,264.30673,264.30673,264.30673,265.08633,1950,2083,2083,2083,2057,2057,2015,544,527,769,769,1066,1073,1214,1.40534,1.3864,1.41635,1.42039,1.48351,1.49022,1.50792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
452,4,4,4,4,4,4,4,81,81,81,81,81,81,81,240,240,240,240,240,240,240,971,1061,1061,1061,1061,1061,1061,34,36,36,36,36,36,36,1.16772,1.18839,1.22222,1.22945,1.25713,1.26692,1.2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
502,4,4,4,4,4,4,4,44,44,44,44,44,44,44,258,258,258,258,258,258,258,906,911,911,911,911,911,911,764,794,794,794,794,794,794,1.29076,1.22009,1.25201,1.26111,1.28695,1.29474,1.30327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459
453,4,4,4,4,4,4,4,43,43,43,43,43,43,43,539,542,542,542,542,542.99011,542.99011,1854,1956,1956,1956,1956,1956,1956,687,697,697,697,697,816,816,1.19861,1.23412,1.26337,1.27198,1.2968,1.31281,1.31998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460
454,4,4,4,4,4,4,4,44,44,44,44,44,44,44,412,412,412,412,412,412,412,1386,1419,1419,1419,1419,1419,1419,168,174,174,174,174,174,174,1.13346,1.15079,1.17978,1.18219,1.2001,1.20642,1.21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461
455,4,4,4,4,4,4,4,26,26,26,26,26,26,26,274,274,274,274,274,274,274,913,930,930,930,930,930,930,12,12,12,12,12,12,12,1.18206,1.25821,1.30248,1.30858,1.3445,1.35546,1.3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462
456,4,4,4,4,4,4,4,47,47,47,47,47,47,47,262,262,262,262,262,262,262,1143,1204,1204,1204,1204,1204,1285,1817,1912,1912,1912,1912,1912,1912,1.40438,1.41772,1.43286,1.44262,1.4619,1.46709,1.48696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463
457,4,4,4,4,4,4,4,53,53,53,53,53,53,53,314,314,314,314,314,314,314,1508,1538,1538,1538,1538,1538,1538,331,340,340,340,340,340,340,1.15971,1.20149,1.23719,1.24171,1.26421,1.27135,1.28084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464
458,4,4,4,4,4,4,4,19,19,19,19,19,19,19,217,218,218,218,218,218,218,1020,1002,1001,1001,1001,1001,1001,499,512,548,548,548,548,548,1.21887,1.24149,1.26547,1.27866,1.30072,1.30931,1.31898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465
459,4,4,4,4,4,4,4,125,125,125,125,125,125,125,510,510,521.7561,521.7561,521.92639,522.49365,523.2832,2094,2136,2136,2136,2136,2146,2146,799,799,1275,1275,1293,1293,1378,1.17333,1.18793,1.21857,1.2452,1.26072,1.26431,1.27221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466
460,3,3,3,3,3,3,3,436,437,437,437,437,437,437,145,150.31958,156.23689,156.23689,156.23689,156.23689,156.23689,595,682,682,682,682,682,682,574,841,1165,1165,1165,1165,1165,1.54052,1.38226,1.52177,1.60373,1.6103,1.61211,2.23735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467
461,4,4,4,4,4,4,4,47,47,47,47,47,47,47,311,311,311,311,311,311,311,1484,1509,1509,1509,1509,1509,1509,272,279,279,279,279,279,279,1.17657,1.1958,1.21271,1.23106,1.25094,1.25806,1.26161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
462,4,4,4,4,4,4,4,109,109,109,109,109,109,109,259,259,259,259,259,259,259,1358,1376,1376,1376,1376,1376,1376,375,373,373,373,373,373,373,1.25785,1.31237,1.34193,1.36617,1.39188,1.3989,1.40282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469
463,4,4,4,4,4,4,4,48,48,48,48,48,48,48,227,227,229.33057,229.33057,229.33057,229.33057,229.33057,959,1042,1041,1041,1041,1041,1041,565,595,850,850,850,850,850,1.18411,1.2714,1.33702,1.3508,1.37494,1.38132,1.38791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
464,4,4,4,4,4,4,4,8,8,8,8,8,8,8,285,299,299,299,299,299,299,1317,1207,1207,1207,1207,1207,1207,719,745,745,745,745,745,745,1.2649,1.2603,1.28449,1.29507,1.3244,1.33274,1.34129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471
465,4,4,4,4,4,4,4,105,105,105,105,105,105,105,407,407,423.88913,423.88913,423.88913,423.88913,423.88913,1525,1579,1689,1689,1689,1689,1689,1608,1658,1658,1658,1658,1658,1658,1.33025,1.36288,1.38813,1.40331,1.4274,1.43056,1.43243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472
466,4,4,4,4,4,4,4,115,115,115,115,115,115,115,289,289,289,289,289,289,289,1530,1331,1331,1331,1331,1331,1331,319,289,289,289,289,289,289,1.51824,1.41912,1.50878,1.51075,1.56344,1.58061,1.59491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
467,3,3,3,3,3,3,3,96,96,96,96,96,96,96,176,189.65906,189.65906,189.65906,190.63376,191.21973,202.64085,699,1053,1053,1053,1048,1048,1358,836,1874,1874,1874,2050,2099,2170,1.74565,1.88867,2.01551,2.09007,2.19256,2.19883,2.29683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474
468,3,3,3,3,3,3,3,83,83,83,83,83,83,83,258,258,258,258,259.02774,259.02774,260.05328,930,895,895,895,895,895,895,1403,1441,1441,1441,1528,1528,1614,1.3595,1.32642,1.35706,1.37574,1.40762,1.4102,1.42266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475
469,3,3,3,3,3,3,3,33,33,33,33,33,33,33,178,178,178,178,186.55206,186.55206,187.06102,639,626,626,626,629,629,635,1912,1950,1950,1950,3348,3348,3555,1.76358,1.72757,1.76944,1.79447,2.15425,2.16184,2.22774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
470,4,4,4,4,4,4,4,32,32,32,32,32,32,32,467,468,468,468,468,468,480.81058,1654,1752,1752,1752,1750,1748,1878,754,820,820,820,1051,1059,1430,1.20013,1.20184,1.22406,1.2368,1.27159,1.27413,1.30907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
471,4,4,4,4,4,4,4,62,62,62,62,62,62,62,252,252,252,252,255.49689,256.32132,252.51746,678,679,679,679,679,679,679,1740,1753,1753,1753,2047,2112,2125,1.55766,1.42434,1.46912,1.48884,1.55626,1.56016,1.58597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478
472,4,4,4,4,4,4,4,82,82,82,82,82,82,82,188,188,188,188,188,188,188,582,678,678,678,678,678,678,1328,1487,1487,1487,1487,1487,1487,1.46124,1.48597,1.56197,1.56805,1.60919,1.61822,1.62322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479
473,4,4,4,4,4,4,4,57,57,57,57,57,57,57,204,204,204,204,204,204,204,795,770,770,770,770,770,770,1749,1829,1829,1829,1829,1829,1829,1.47433,1.48222,1.5139,1.53532,1.57055,1.57584,1.58147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480
474,4,4,4,4,4,4,4,34,34,34,34,34,34,34,217,217,218.8233,218.8233,218.8233,218.8233,219.29791,877,870,870,870,870,870,878,696,716,934,934,934,934,934,1.22121,1.2079,1.25473,1.26879,1.29181,1.29579,1.30158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481
475,4,4,4,4,4,4,4,121,122,122,122,122,122,122,242,246,246,246,246.32126,246.32126,246.32126,1012,1083,1083,1083,1083,1083,1083,647,688,688,688,708,708,708,1.31664,1.34709,1.39274,1.40737,1.44378,1.45248,1.45912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482
476,4,4,4,4,4,4,4,146,146,146,146,146,146,146,449,449,449,449,451.09613,451.09613,451.09613,1783,1894,1894,1894,1894,1895,1895,722,760,760,760,888,888,888,1.26263,1.25498,1.2912,1.30095,1.32226,1.32444,1.33548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483
477,3,3,3,3,3,3,3,75,75,75,75,75,75,75,362,362,362,362,362,362,362,1679,1706,1706,1706,1706,1706,1706,469,483,483,483,483,483,483,1.19143,1.23102,1.25259,1.26489,1.28365,1.28844,1.29394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484
478,3,3,3,3,3,3,3,28,28,28,28,28,28,28,168,168,168,168,196.95752,196.95752,200.79248,449,385,385,385,385,385,385,2080,2151,2151,2151,4580,4695,5014,1.92182,2.04556,2.12997,2.092,2.28362,2.30118,2.2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485
479,4,4,4,4,4,4,4,101,101,101,101,101,101,101,438,438,438,438,438,438,445.41122,1981,1901,1901,1901,1901,1901,1901,1028,1038,1038,1038,1038,1038,1565,1.33477,1.29342,1.31594,1.33963,1.34847,1.34825,1.38996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
480,4,4,4,4,4,4,4,62,62,62,62,62,62,62,246,246,246,246,246,246,246,1125,1125,1125,1125,1125,1125,1125,0,0,0,0,0,0,0,1.13296,1.16569,1.18272,1.19234,1.20354,1.20647,1.20965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487
481,4,4,4,4,4,4,4,56,56,56,56,56,56,56,306,306,306,306,306,306,306,1637,1639,1639,1639,1640,1640,1640,5,6,6,6,6,6,6,1.21724,1.20465,1.21847,1.23195,1.24658,1.25052,1.25445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
482,4,4,4,4,4,4,4,5,5,5,5,5,5,5,317,322,322,322,322,322,322,1433,1456,1456,1456,1456,1456,1456,10,10,10,10,10,10,10,1.16576,1.17418,1.18835,1.19487,1.20713,1.20891,1.21327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489
483,4,4,4,4,4,4,4,115,115,115,115,115,115,115,169,169,169,169,169,169,169.41277,1111,1119,1119,1119,1119,1119,1209,1044,1105,1105,1105,1105,1105,1105,1.39363,1.44272,1.47852,1.50597,1.5293,1.53254,1.55272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490
484,3,3,3,3,3,3,3,143,143,143,143,143,143,143,397,397,398.10352,398.10352,402.76761,402.76761,402.76761,1655,1908,1908,1908,1913,1913,1913,819,945,1035,1035,1247,1247,1247,1.48992,1.56251,1.64059,1.6452,1.68031,1.68261,1.68225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
485,3,3,3,3,3,3,3,282,282,282,282,282,282,282,308,308,308,308,308.67004,310.44952,311.29529,1698,1722,1722,1722,1722,1722,1777,661,643,643,643,680,778,885,1.70305,1.52766,1.59228,1.60026,1.6327,1.63596,1.64628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
486,3,3,3,3,3,3,3,107,107,107,107,107,107,107,307,307,307,307,307.47803,307.74973,307.74973,857,868,868,868,868,908,908,1142,1171,1171,1171,1198,1213,1213,1.47528,1.30811,1.35436,1.36375,1.37966,1.39237,1.39516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493
487,3,3,3,3,3,3,3,73,73,73,73,73,73,73,294,294,294,294,294,294,294,844,1011,1011,1011,1011,1011,1011,1007,1181,1181,1181,1181,1181,1181,1.20905,1.29474,1.31596,1.33816,1.35645,1.36094,1.36347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
488,4,4,4,4,4,4,4,20,20,20,20,20,20,20,673,705,705,705,720.91809,721.17706,721.45099,2058,2234,2234,2234,2263,2264,2328,516,580,580,580,580,580,580,1.13537,1.14944,1.16584,1.16852,1.17064,1.17183,1.17768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
489,4,4,4,4,4,4,4,55,55,55,55,55,55,55,782,785,785,785,785,785,785,2095,2091,2091,2091,2091,2091,2091,1,1,1,1,1,1,1,1.06458,1.07952,1.08755,1.09025,1.09226,1.09132,1.08957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
490,4,4,4,4,4,4,4,210,210,210,210,210,210,210,380,392,392,392,392.18936,392.18936,395.44025,1184,1255,1255,1255,1258,1258,1304,130,142,142,142,142,142,142,1.34208,1.1779,1.19895,1.20932,1.21552,1.21565,1.21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
491,4,4,4,4,4,4,4,13,13,13,13,13,13,13,211,211,211,211,211,211,211,806,824,824,824,824,824,824,216,229,229,229,229,229,229,1.20884,1.25832,1.2835,1.28959,1.30347,1.30504,1.30542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
492,4,4,4,4,4,4,4,5,5,5,5,5,5,5.12413,372,372,372,372,372,372,372,1492,1549,1549,1549,1549,1549,1549,254,273,273,273,273,273,273,1.22907,1.2413,1.25808,1.27124,1.28122,1.28297,1.28394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
493,4,4,4,4,4,4,4,77,77,77,77,77,77,77,635,635,635,635,635,635,637.55652,1920,1941,1941,1941,1941,1941,1945,15,15,15,15,15,15,15,1.10589,1.08778,1.09686,1.10163,1.10458,1.10544,1.10559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
494,4,4,4,4,4,4,4,88,88,88,88,88,88,88,817,817,817,817,818.09656,818.09656,818.57501,1967,1971,1971,1971,1973,1973,2013,82,85,85,85,85,85,85,1.0805,1.0633,1.06733,1.07506,1.07728,1.0768,1.07863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
495,5,5,5,5,5,5,5,26,26,26,26,26,26,26,1368,1358,1358,1358,1358,1358,1358.09277,1941,1954,1954,1954,1954,1954,1955,110,114,114,114,114,114,114,0.99555,0.99338,0.99879,1.00057,1.00171,1.00217,1.00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502
496,5,5,5,5,5,5,5,33,33.40356,33.40356,33.40356,33.40356,33.40356,33.40356,1315,1297,1297,1297,1297,1297,1297,960,1012,1012,1012,1012,1012,1027,77,84,84,84,84,84,84,0.96927,0.97792,0.98253,0.9864,0.98747,0.98781,0.9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
497,4,4,4,4,4,4,4,226,226,226,226,226,226,226,1844,1844,1844,1844,1844,1844,1844,2206,2385,2385,2385,2385,2385,2385,160,178,178,178,178,178,178,0.99588,1.00185,1.00938,1.00994,1.01101,1.01133,1.01154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
498,4,4,4,4,4,4,4,78,83,83,83,83,83,83,411,413,413,413,413,413,413,1414,1412,1412,1412,1412,1412,1412,110,115,115,115,115,115,115,1.14057,1.1752,1.1931,1.20437,1.2107,1.20876,1.2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
499,4,4,4,4,4,4,4,91,91,91,91,91,91,91,504,504,504,504,504,504.28259,504.28259,2155,2219,2219,2219,2219,2224,2224,424,447,447,447,447,447,447,1.20238,1.25171,1.27873,1.29199,1.31191,1.31627,1.31971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
500,4,4,4,4,4,4,4,43,43,43,43,43,43,43,309,310,310,310,310,310,310,1179,1246,1246,1246,1246,1246,1246,125,136,136,136,136,136,136,1.12069,1.12928,1.14839,1.15846,1.17252,1.17833,1.18164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507
702,4,4,4,4,4,4,4,137,138,138,138,138,138,138,940,913.71881,917.11829,917.11829,924.34052,925.58185,928.33282,2035,1939,1984,1984,1978,1978,1972,1238,1260,1260,1260,1944,2037,2276,1.16846,1.18801,1.19697,1.21304,1.24549,1.2486,1.25853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
703,4,4,4,4,4,4,4,12,15,15,15,15,15,15,1092,1224,1266.42505,1266.42505,1266.42505,1272.32788,1272.32788,1010,1229,1383,1383,1383,1405,1406,86,109,224,224,224,224,224,0.96378,0.98084,0.99106,0.99088,0.99591,0.99706,0.99765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
752,2,2,2,2,2,2,2,1426,1461.45105,1426,1426,1426,1426,1426,35,38,145.18431,145.18431,150.48381,191.24023,204.95329,141,168,168,168,246,1152,1447,72,90,380,380,380,380,380,1.35963,1.28189,1.32795,1.40079,1.40174,1.60663,1.81095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
704,5,5,5,5,5,5,5,9,11,11,11,11,11,11,1280,1531,1531,1531,1787.48877,1787.48877,1788.44092,1013,1227,1227,1227,2328,2328,2331,114,143,143,143,143,143,143,0.96724,0.96628,0.96606,0.9693,0.98989,0.98468,0.98323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
705,4,4,4,4,4,4,4,122,123.17499,123.17499,123.17499,122,122,122,635,717,720.84576,720.84576,722.36945,865.37433,884.9859,2058,2712,2712,2712,2712,4381,4601,756,995,1197,1197,1336,1334,1334,1.21931,1.1708,1.203,1.21667,1.25787,1.30088,1.3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
753,4,4,4,4,4,4,4,28,28,28,28,28,28,28,508,516,516,516,516,516,516,1436,1458,1458,1458,1458,1458,1460,7,0,0,0,0,0,0,1.08808,1.0709,1.08085,1.08393,1.08721,1.08755,1.08723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
706,4,4,4,4,4,4,4,960,982,982,982,982,982,982,669,758,758,758,758,758,758,690,894,894,894,894,894,894,86,116,116,116,116,116,116,1.12614,1.08879,1.09988,1.11351,1.12499,1.12615,1.12617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514
503,3,3,3,3,3,3,3,71,71,71,71,71,71,71,305,306.23862,306.23862,306.23862,306.23862,306.23862,306.23862,881,841,841,841,853,853,885,1787,2032,2032,2032,2032,2032,2032,1.41595,1.40478,1.43255,1.45745,1.4831,1.48774,1.49384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515
754,4,4,4,4,4,4,4,227,231,231,231,231,231,231,672,713,713,713,713,713,713,1063,1224,1224,1224,1224,1224,1224,12,4,4,4,4,4,4,1.00527,1.03143,1.03581,1.03981,1.03697,1.03391,1.02998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
504,2,2,2,2,2,2,2,330,337,337,337,337,337,337,214,222,223.80396,223.80396,227.71088,229.76176,230.99973,795,968,968,968,979,982,979,1028,1320,1477,1477,1903,1980,2042,1.75081,1.70168,1.81265,1.84031,1.90085,1.90222,1.90397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517
755,4,4,4,4,4,4,4,66,66,66,66,66,66,66,968,992,992,992,992,996.30463,998.49261,2681,2384,2384,2384,2384,2401,2410,305,792,792,792,792,792,792,1.11186,1.11223,1.11953,1.12751,1.12851,1.1265,1.12477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518
402,4,4,4,4,4,4,4,1346,1346,1346,1346,1346,1346,1346,47,32,32,32,32,32,32,76,104,104,104,104,104,104,63,84,84,84,84,84,84,1.04237,1.00206,1.02717,1.02282,1.02812,1.02808,1.02824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
652,4,4,4,4,4,4,4,21,21,21,21,21,21,21,345,345,345,345,345,345,345,1238,1432,1432,1432,1432,1432,1432,27,29,29,29,29,29,29,1.17835,1.20957,1.24077,1.24987,1.27551,1.28152,1.28705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
602,4,4,4,4,4,4,4,167,167,167,167,167,167,167,63,68,68,68,76.59936,78.80912,87.43819,21,29,29,29,29,29,29,613,651,651,651,1571,1807,2826,1.70674,2.19439,2.22318,2.35752,2.53584,2.54828,2.69226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521
505,4,4,4,4,4,4,4,15,15,15,15,15,15,15,394,394,394,394,394,394,394,1446,1454,1454,1454,1454,1454,1454,656,689,690,690,690,690,690,1.20301,1.17207,1.18771,1.20026,1.21445,1.21955,1.22547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
756,4,4,4,4,4,4,4,47,48,48,48,48,48,48,807,786.44666,786.44666,786.44666,787.79547,787.79547,791.47546,2150,2067,2067,2067,2101,2102,2178,127,172,172,172,172,172,172,1.20408,1.19495,1.21512,1.22451,1.23132,1.22971,1.22971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
403,3,3,3,3,3,3,3,1050,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,0,0,8,8,8,8,8,8,0,7,7,7,7,7,7,1.74199,1.47825,1.7644,1.70957,1.90483,1.96645,2.03852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524
653,4,4,4,4,4,4,4,67,67,67,67,67,67,67,484,664.41559,664.41559,664.41559,664.41559,664.41559,664.41559,2024,3078,3078,3078,3078,3078,3078,14,125,125,125,125,125,125,1.23146,1.3076,1.34112,1.34875,1.36851,1.37156,1.3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
654,4,4,4,4,4,4,4,2,2,2,2,2,2,2,834,851,851,851,851,851,851,3122,3262,3262,3262,3344,3396,3396,686,747,747,747,747,747,747,1.10669,1.15928,1.16865,1.18621,1.19792,1.19811,1.19637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
655,4,4,4,4,4,4,4,5,5,5,5,5,5,5,441,544,544,544,544.14844,592.39893,592.64221,2735,3732,3732,3732,3734,3849,3858,163,227,227,227,227,227,227,1.31682,1.45065,1.50002,1.50986,1.54482,1.51142,1.51773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527
656,4,4,4,4,4,4,4,577,582,582,582,582,582,582,256,269,269,269,269,269,269,1802,1978,1978,1978,1978,1978,1979,59,66,66,66,66,66,66,1.16839,1.28203,1.32315,1.34418,1.37062,1.37617,1.37977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
657,4,4,4,4,4,4,4,108,108,108,108,108,108,108,278,289.11279,289.11279,289.11279,289.11279,289.11279,289.11279,1425,1428,1428,1428,1428,2324,2324,942,1080,1080,1080,1080,1080,1080,1.30517,1.31436,1.32932,1.34962,1.36549,1.49912,1.49452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529
